category,product_rank,product_name,demand_value,price,rating_score,item_url,source,demand_metric,stock_in_hand,item_code,inventory,sku_code
noodles,10,Prima Stella Chicken Instant Noodles 74G,843.0,124.0,4.872093023255814,https://www.daraz.lk/products/prima-stella-chicken-instant-noodles-74g-i168819328.html,daraz,sold_count_numeric,,,,
rice,1,Araliya Premium Keeri Samba Rice - 5Kg,46500.0,1299.0,4.900521080056845,https://www.daraz.lk/products/araliya-premium-keeri-samba-rice-5kg-i2158431.html,daraz,sold_count_numeric,,,,
rice,2,Fortune Biriyani 01 Kg,1100.0,1036.0,4.9421487603305785,https://www.daraz.lk/products/fortune-biriyani-01-kg-i100434432.html,daraz,sold_count_numeric,,,,
rice,3,Fortune Biriyani 05 Kg,911.0,4270.0,4.836879432624113,https://www.daraz.lk/products/fortune-biriyani-05-kg-i100423464.html,daraz,sold_count_numeric,,,,
rice,4,CIC White Basmati Rice 2kg,831.0,1321.0,4.833333333333333,https://www.daraz.lk/products/cic-white-basmati-rice-2kg-i126637276.html,daraz,sold_count_numeric,,,,
rice,5,Kernell's Corn Rice 400G,279.0,600.0,4.866666666666666,https://www.daraz.lk/products/kernells-corn-rice-400g-i200648697.html,daraz,sold_count_numeric,,,,
rice,6,Black Rice / Karuppu kavuni rice 75g packet - Porridge pack,177.0,499.0,5.0,https://www.daraz.lk/products/black-rice-karuppu-kavuni-rice-75g-packet-porridge-pack-i468059863.html,daraz,sold_count_numeric,,,,
rice,7,දේශීය සහල් - සුවඳැල් 01Kg / SUWADEL TRADITIONAL RICE,170.0,690.0,4.0,https://www.daraz.lk/products/suwadel-traditional-rice-i190599785.html,daraz,sold_count_numeric,,,,
rice,8,Little Rice Parts For breakfast  1Kg,147.0,300.0,4.62962962962963,https://www.daraz.lk/products/little-rice-parts-for-breakfast-1kg-i166191172.html,daraz,sold_count_numeric,,,,
rice,9,red rice 4kg organic,146.0,1180.0,4.884615384615385,https://www.daraz.lk/products/red-rice-4kg-organic-i140081719.html,daraz,sold_count_numeric,,,,
rice,10,Karuppu kavuni / Black rice 200g - Premium quality,142.0,989.0,5.0,https://www.daraz.lk/products/karuppu-kavuni-black-rice-200g-premium-quality-i456801937.html,daraz,sold_count_numeric,,,,
salt,1,Iodised Table Salt 400Gr,3700.0,131.0,4.89125,https://www.daraz.lk/products/iodised-table-salt-400gr-i101014272.html,daraz,sold_count_numeric,,,,
salt,2,Hiru Table Salt 400g ලුණුකුඩු   உப்புதூள்,2200.0,180.0,4.9393939393939394,https://www.daraz.lk/products/hiru-table-salt-400g-i124630410.html,daraz,sold_count_numeric,,,,
salt,3,Ajinomoto Powder 100g අජිනමොටො அஜினமோடோ,776.0,196.0,4.273809523809524,https://www.daraz.lk/products/ajinomoto-powder-100g-i139667966.html,daraz,sold_count_numeric,,,,
salt,4,Iodised Table Salt 1kg,461.0,261.0,4.781818181818182,https://www.daraz.lk/products/iodised-table-salt-1kg-i101012308.html,daraz,sold_count_numeric,,,,
salt,5,Brinda himalayan pink rock salt powder 250g,441.0,832.0,4.409090909090909,https://www.daraz.lk/products/brinda-himalayan-pink-rock-salt-powder-250g-i204343326.html,daraz,sold_count_numeric,,,,
salt,6,"Epsom Salt  ( Magnesium Sulfate)For Garden Bath, Foot Soak and other uses 250g 500g 1kg 2kg 5kg",299.0,450.0,4.875,https://www.daraz.lk/products/epsom-salt-for-garden-bath-foot-soak-and-other-uses-250g-500g-1kg-2kg-5kg-i104930012.html,daraz,sold_count_numeric,,,,
salt,7,Brinda himalayan pink salt powder 900g,294.0,2200.0,4.935483870967742,https://www.daraz.lk/products/brinda-himalayan-pink-salt-powder-900g-i240627401.html,daraz,sold_count_numeric,,,,
salt,8,"Pink Rock Salt Crystal 500g Pack 100% Pure natural salt, Boosts Immunity, Metabolism, Stabilizes blood pressure, diabetes, Treats Sinus and more health benefits Himalayan Rock Salt",280.0,1601.23,4.73469387755102,https://www.daraz.lk/products/pink-rock-salt-crystal-500g-pack-100-pure-natural-salt-boosts-immunity-metabolism-stabilizes-blood-pressure-diabetes-treats-sinus-and-more-health-benefits-himalayan-rock-salt-i137453175.html,daraz,sold_count_numeric,,,,
salt,9,Brindhaa Himalayan Pink Rock Salt Crystals 250g Bottle - Indian Imported,257.0,695.0,4.838709677419355,https://www.daraz.lk/products/brindhaa-himalayan-pink-rock-salt-crystals-250g-bottle-indian-imported-i286307863.html,daraz,sold_count_numeric,,,,
salt,10,Black Salt Powder 100g Pack Suitable for Daily use,253.0,328.21,4.428571428571429,https://www.daraz.lk/products/black-salt-powder-100g-pack-suitable-for-daily-use-i123182321.html,daraz,sold_count_numeric,,,,
sanitary napkins,1,Fems Aya Drytex 8s,45700.0,119.0,4.951792336217553,https://www.daraz.lk/products/fems-aya-drytex-8s-i195442294.html,daraz,sold_count_numeric,,,,
sanitary napkins,2,Fems Aya Sanitary Napkins 8s,26000.0,119.0,4.946745562130178,https://www.daraz.lk/products/fems-aya-sanitary-napkins-8s-i167247267.html,daraz,sold_count_numeric,,,,
sanitary napkins,3,Fems Drytex Wings 16Pcs,23500.0,277.0,4.932578486875965,https://www.daraz.lk/products/fems-drytex-wings-16pcs-i100330709.html,daraz,sold_count_numeric,,,,
sanitary napkins,4,Fems Drytex Wings 10Pcs,23400.0,217.0,4.9491525423728815,https://www.daraz.lk/products/fems-drytex-wings-10pcs-i100330713.html,daraz,sold_count_numeric,,,,
sanitary napkins,5,Fems Superior 16pcs,23000.0,369.0,4.931654676258993,https://www.daraz.lk/products/fems-superior-16pcs-i100330712.html,daraz,sold_count_numeric,,,,
sanitary napkins,6,Fems Cotton Feel Wings 16Pcs,17700.0,277.0,4.914441416893733,https://www.daraz.lk/products/fems-cotton-feel-wings-16pcs-i100332692.html,daraz,sold_count_numeric,,,,
sanitary napkins,7,Fems Cotton Feel Wings - 10s,9500.0,217.0,4.947986577181208,https://www.daraz.lk/products/fems-cotton-feel-wings-10s-i100425429.html,daraz,sold_count_numeric,,,,
sanitary napkins,8,Fems Superior 8pcs,7600.0,249.0,4.944333996023857,https://www.daraz.lk/products/fems-superior-8pcs-i100333721.html,daraz,sold_count_numeric,,,,
sanitary napkins,9,Eva Drytex Heavy Flow Wings 8Pcs,5100.0,228.0,4.922413793103448,https://www.daraz.lk/products/eva-drytex-heavy-flow-wings-8pcs-i121506461.html,daraz,sold_count_numeric,,,,
sanitary napkins,10,Eva Cotton Feel Heavy Flow Wings 8 Pcs,4700.0,228.0,4.928104575163399,https://www.daraz.lk/products/eva-cotton-feel-heavy-flow-wings-8-pcs-i122589942.html,daraz,sold_count_numeric,,,,
shampoo,1,"Dove Intense Repair Shampoo, 180ml",9000.0,698.0,4.932717678100264,https://www.daraz.lk/products/dove-intense-repair-shampoo-180ml-i2158159.html,daraz,sold_count_numeric,,,,
shampoo,2,"Lifebuoy Health Strong & Thick Shampoo, 175Ml",5800.0,494.0,4.932673267326733,https://www.daraz.lk/products/lifebuoy-health-strong-thick-shampoo-175ml-i104978325.html,daraz,sold_count_numeric,,,,
shampoo,3,"Sunsilk Damage Restore Shampoo, 180ml",3500.0,594.0,4.893129770992366,https://www.daraz.lk/products/sunsilk-damage-restore-shampoo-180ml-i2158253.html,daraz,sold_count_numeric,,,,
shampoo,4,"Dove Oxygen Moisture Shampoo, 180ml",3400.0,675.0,4.895734597156398,https://www.daraz.lk/products/dove-oxygen-moisture-shampoo-180ml-i2158167.html,daraz,sold_count_numeric,,,,
shampoo,5,Dandex Deep Clean & Nourish 80ml Shampoo,3000.0,240.0,4.710204081632653,https://www.daraz.lk/products/dandex-deep-clean-nourish-80ml-shampoo-i104843900.html,daraz,sold_count_numeric,,,,
shampoo,6,"Lifebuoy Health Anti-Dandruff Shampoo, 175ml",2800.0,421.0,4.947368421052632,https://www.daraz.lk/products/lifebuoy-health-anti-dandruff-shampoo-175ml-i2158242.html,daraz,sold_count_numeric,,,,
shampoo,7,"Lifebuoy Health Strong & Long Shampoo, 175ml",2600.0,494.0,4.923076923076923,https://www.daraz.lk/products/lifebuoy-health-strong-long-shampoo-175ml-i2158236.html,daraz,sold_count_numeric,,,,
shampoo,8,"Tresemme Keratin Smooth Shampoo, 185ml",2500.0,1120.0,4.814814814814815,https://www.daraz.lk/products/tresemme-keratin-smooth-shampoo-185ml-i100758163.html,daraz,sold_count_numeric,,,,
shampoo,9,Nature's Secrets AntiDandruff Godapara Shampoo 200ml,2200.0,566.0,4.882943143812709,https://www.daraz.lk/products/natures-secrets-antidandruff-godapara-shampoo-200ml-i101254774.html,daraz,sold_count_numeric,,,,
shampoo,10,Herbal Blooms Anti-Dandruff Shampoo,2100.0,618.0,4.797153024911032,https://www.daraz.lk/products/herbal-blooms-anti-dandruff-shampoo-i123422144.html,daraz,sold_count_numeric,,,,
soap,1,"Lifebuoy Kohomba Body Soap, 100g",87300.0,152.0,4.9144385026737964,https://www.daraz.lk/products/lifebuoy-kohomba-body-soap-100g-i2158199.html,daraz,sold_count_numeric,,,,
soap,2,"Lifebuoy Total 10 Body Soap, 100g",45400.0,154.0,4.84180790960452,https://www.daraz.lk/products/lifebuoy-total-10-body-soap-100g-i2158195.html,daraz,sold_count_numeric,,,,
soap,3,Harischandra Saman Soap 70 G,37100.0,118.0,4.906350914962325,https://www.daraz.lk/products/harischandra-saman-soap-70g-i133334808.html,daraz,sold_count_numeric,,,,
soap,4,Dettol Pro Fresh Anti Bacterial Soap 100g,35600.0,135.0,4.912703583061889,https://www.daraz.lk/products/dettol-pro-fresh-anti-bacterial-soap-100g-i101370243.html,daraz,sold_count_numeric,,,,
soap,5,Misumi  Misumi Beauty Soap - Sakura 90 g,33900.0,147.0,4.913043478260869,https://www.daraz.lk/products/misumi-misumi-beauty-soap-sakura-90-g-3-bundle-pack-i148103581.html,daraz,sold_count_numeric,,,,
soap,6,Velvet Soap- Rose and Milk 95g,32600.0,139.0,4.937888198757764,https://www.daraz.lk/products/velvet-soap-rose-and-milk-95g-i101252113.html,daraz,sold_count_numeric,,,,
soap,7,"Lifebuoy Turmeric Body Soap, 100g",26100.0,154.0,4.88,https://www.daraz.lk/products/lifebuoy-turmeric-body-soap-100g-i2158200.html,daraz,sold_count_numeric,,,,
soap,8,"Lifebuoy Mild Care Body Soap, 100g",25400.0,154.0,4.861538461538461,https://www.daraz.lk/products/lifebuoy-mild-care-body-soap-100g-i2158196.html,daraz,sold_count_numeric,,,,
soap,9,Velvet Orange & Honey soap 95g,24900.0,139.0,4.927648578811369,https://www.daraz.lk/products/velvet-orange-honey-soap-95g-i101260086.html,daraz,sold_count_numeric,,,,
soap,10,Dettol Soap Cologne Fresh 70G,15900.0,102.0,4.9227642276422765,https://www.daraz.lk/products/dettol-soap-cologne-fresh-70g-i600830422.html,daraz,sold_count_numeric,,,,
spices,1,Wijaya Chilli Pieces 50g,49000.0,76.0,4.92816091954023,https://www.daraz.lk/products/wijaya-chilli-pieces-50g-i100014132.html,daraz,sold_count_numeric,,,,
spices,2,Wijaya Pappadam 70g.,36200.0,128.0,4.922257053291536,https://www.daraz.lk/products/wijaya-pappadam-70g-i100026027.html,daraz,sold_count_numeric,,,,
spices,3,Wijaya Chilli Powder 100g.,34800.0,153.0,4.933621933621934,https://www.daraz.lk/products/wijaya-chilli-powder-100g-i100017121.html,daraz,sold_count_numeric,,,,
spices,4,Wijaya Chilli Powder 50g,30000.0,79.0,4.932307692307693,https://www.daraz.lk/products/wijaya-chilli-powder-50g-i122353350.html,daraz,sold_count_numeric,,,,
spices,5,Wijaya Curry powder 50g,21300.0,76.0,4.969387755102041,https://www.daraz.lk/products/wijaya-curry-powder-50g-i122361105.html,daraz,sold_count_numeric,,,,
spices,6,Wijaya Fenugreek Seeds 50g.,19900.0,41.0,4.954191033138401,https://www.daraz.lk/products/wijaya-fenugreek-seeds-50g-i100031023.html,daraz,sold_count_numeric,,,,
spices,7,Wijaya Chilli Pieces 100g,15600.0,158.0,4.934840425531915,https://www.daraz.lk/products/wijaya-chilli-pieces-100g-i122363034.html,daraz,sold_count_numeric,,,,
spices,8,Wijaya Mustard Seeds 50g,15200.0,47.0,4.934891485809683,https://www.daraz.lk/products/wijaya-mustard-seeds-50g-i122353352.html,daraz,sold_count_numeric,,,,
spices,9,Wijaya Chilli Pieces 500g.,8000.0,688.0,4.9383928571428575,https://www.daraz.lk/products/wijaya-chilli-pieces-500g-i100017126.html,daraz,sold_count_numeric,,,,
spices,10,Wijaya Sago 100g.,7600.0,102.0,4.937556561085973,https://www.daraz.lk/products/wijaya-sago-100g-i100026028.html,daraz,sold_count_numeric,,,,
sugar,1,Orient White Sugar 1kg,28700.0,289.0,4.877358490566038,https://www.daraz.lk/products/orient-white-sugar-1kg-i131663496.html,daraz,sold_count_numeric,,,,
sugar,2,Orient Brown Sugar 1kg,19800.0,325.0,4.86515028432169,https://www.daraz.lk/products/orient-brown-sugar-1kg-i131664384.html,daraz,sold_count_numeric,,,,
sugar,3,Stevi Stevia,6500.0,270.0,4.695501730103806,https://www.daraz.lk/products/-i120095039.html,daraz,sold_count_numeric,,,,
sugar,4,Orient Brown Sugar 500g,5900.0,176.0,4.9002375296912115,https://www.daraz.lk/products/orient-brown-sugar-500g-i131658796.html,daraz,sold_count_numeric,,,,
sugar,5,Coconut Sugar Low GI made from Boiled Sap of Coconut Blossoms - 250g (තෙලිජ්ජ රත් කිරීමෙන් සෑදූ ස්වභාවික පොල් සීනි),815.0,624.0,4.91764705882353,https://www.daraz.lk/products/coconut-sugar-low-gi-made-from-boiled-sap-of-coconut-blossoms-250g-i111326875.html,daraz,sold_count_numeric,,,,
sugar,6,Ancient Nutraceuticals Coconut Sugar 250g – Low-GI Natural Sweetener,513.0,364.0,4.923076923076923,https://www.daraz.lk/products/ancient-nutraceuticals-coconut-sugar-250g-low-gi-natural-sweetener-i121533524.html,daraz,sold_count_numeric,,,,
sugar,7,Coconut Sugar 1kg  Natural Low GI  Vegan (තෙලිජ්ජ රත් කිරීමෙන් සෑදූ පොල් සීනි),299.0,2023.0,4.744186046511628,https://www.daraz.lk/products/coconut-sugar-1kg-natural-low-gi-vegan-i173420537.html,daraz,sold_count_numeric,,,,
sugar,8,Uzhavan Sugarcane Jaggery 500g,184.0,789.0,4.68,https://www.daraz.lk/products/uzhavan-500-i192172194.html,daraz,sold_count_numeric,,,,
sugar,9,Kithul Jaggery (කිතුල් හකුරු),174.0,298.0,4.0,https://www.daraz.lk/products/kithul-jaggery-i119494848.html,daraz,sold_count_numeric,,,,
sugar,10,Cake decorating sprinkles(rainbow colors),154.0,2200.0,5.0,https://www.daraz.lk/products/-i126752325.html,daraz,sold_count_numeric,,,,
tea,1,CEYLONTA 200G,2500.0,729.0,4.88013698630137,https://www.daraz.lk/products/ceylonta-200g-i2158293.html,daraz,sold_count_numeric,,,,
tea,2,CEYLONTA 500G,2100.0,1568.0,4.735202492211838,https://www.daraz.lk/products/ceylonta-500g-i2158295.html,daraz,sold_count_numeric,,,,
tea,3,Green Tea 25 Tea Bags Carton,1600.0,344.0,4.865,https://www.daraz.lk/products/green-tea-25-tea-bags-carton-i102052077.html,daraz,sold_count_numeric,,,,
tea,4,Panaceas Natural Pure Ceylon Green Tea 200g,1600.0,990.0,4.832,https://www.daraz.lk/products/panaceas-natural-pure-ceylon-200g-i125996054.html,daraz,sold_count_numeric,,,,
tea,5,Wijaya Black Tea Box 50g,1500.0,170.0,4.88,https://www.daraz.lk/products/wijaya-black-tea-box-50g-i104215355.html,daraz,sold_count_numeric,,,,
tea,6,Talawakelle Tea 1Kg - Pure Ceylon Black Tea - Tea Pouch (2 x 500g),1400.0,1900.0,4.714285714285714,https://www.daraz.lk/products/talawakelle-1-2-x-500-i137473742.html,daraz,sold_count_numeric,,,,
tea,7,Wijaya Tea 100g,1300.0,260.0,4.888888888888889,https://www.daraz.lk/products/wijaya-tea-100g-i122353351.html,daraz,sold_count_numeric,,,,
tea,8,Dry Blue Lotus Flower Herbal Natural Green Tea - 25g,1000.0,419.0,4.6688311688311686,https://www.daraz.lk/products/25g-i130895137.html,daraz,sold_count_numeric,,,,
tea,9,Burn Fat Fast Green Tea with Senna Leaves Reduce Cholesterol and unwanted fat Ayurveda Herbal Tea Loss Weight Naturaly Healthy Diet Slimming Tea High in Antioxidants 57g Pack Premium Quality,1000.0,881.62,4.671532846715328,https://www.daraz.lk/products/-i112560014.html,daraz,sold_count_numeric,,,,
tea,10,Maliban Tea 200g,898.0,551.0,4.892307692307693,https://www.daraz.lk/products/maliban-tea-200g-i104249532.html,daraz,sold_count_numeric,,,,
toothpaste,1,Clogard Regular Toothpaste 200G,30400.0,282.0,4.9361702127659575,https://www.daraz.lk/products/clogard-regular-toothpaste-200g-i108928726.html,daraz,sold_count_numeric,,,,
toothpaste,2,"Signal Strong Teeth Toothpaste, 200g",19100.0,255.0,4.850226928895613,https://www.daraz.lk/products/signal-strong-teeth-toothpaste-200g-i101350195.html,daraz,sold_count_numeric,,,,
toothpaste,3,Clogard Regular Toothpaste 120G,16500.0,185.0,4.9143389199255125,https://www.daraz.lk/products/clogard-regular-toothpaste-120g-i105740129.html,daraz,sold_count_numeric,,,,
toothpaste,4,"Signal Strong Teeth Toothpaste, 160g",14700.0,266.0,4.910186199342826,https://www.daraz.lk/products/signal-strong-teeth-toothpaste-160g-i2158278.html,daraz,sold_count_numeric,,,,
toothpaste,5,Clogard Regular Toothpaste 40G,12300.0,102.0,4.945179584120983,https://www.daraz.lk/products/clogard-regular-toothpaste-40g-i132918885.html,daraz,sold_count_numeric,,,,
toothpaste,6,"Closeup Red Hot Gel Toothpaste, 120G",6700.0,356.0,4.921276595744681,https://www.daraz.lk/products/closeup-red-hot-gel-toothpaste-120g-i2158032.html,daraz,sold_count_numeric,,,,
toothpaste,7,"Closeup Peppermint Splash Gel Toothpaste, 120g",5800.0,356.0,4.915869980879541,https://www.daraz.lk/products/closeup-peppermint-splash-gel-toothpaste-120g-i2158033.html,daraz,sold_count_numeric,,,,
toothpaste,8,"Signal Strong Teeth Toothpaste, 120g",4500.0,228.0,4.825153374233129,https://www.daraz.lk/products/signal-strong-teeth-toothpaste-120g-i2158280.html,daraz,sold_count_numeric,,,,
toothpaste,9,"Signal Herbal Toothpaste, 160g",4300.0,304.0,4.913274336283186,https://www.daraz.lk/products/signal-herbal-toothpaste-160g-i2158279.html,daraz,sold_count_numeric,,,,
toothpaste,10,Clogard Regular Toothpaste 160G,4000.0,245.0,4.892957746478873,https://www.daraz.lk/products/clogard-regular-toothpaste-160g-i132609206.html,daraz,sold_count_numeric,,,,
washing powder,1,Diva Fresh Rose & Lime Detergent Powder 500g,33400.0,146.0,4.9068627450980395,https://www.daraz.lk/products/diva-fresh-rose-lime-detergent-powder-500g-i132927300.html,daraz,sold_count_numeric,,,,
washing powder,2,Diva Fresh Rose & Lime Detergent Powder 1Kg,29900.0,240.0,4.926158301158301,https://www.daraz.lk/products/diva-fresh-rose-lime-detergent-powder-1kg-i121195324.html,daraz,sold_count_numeric,,,,
washing powder,3,Diva Fresh Sepalika & Lime Detergent Powder 1Kg,18200.0,250.0,4.928621908127209,https://www.daraz.lk/products/diva-fresh-sepalika-lime-detergent-powder-1kg-i121186892.html,daraz,sold_count_numeric,,,,
washing powder,4,Diva Fresh Lotus & Lavender Detergent Powder 1Kg,16900.0,282.0,4.896495517522412,https://www.daraz.lk/products/diva-fresh-lotus-lavender-detergent-powder-1kg-i121193690.html,daraz,sold_count_numeric,,,,
washing powder,5,Diva Fresh Jasmine & Lime Detergent Powder 1Kg,16200.0,255.0,4.898466033601169,https://www.daraz.lk/products/diva-fresh-jasmine-lime-detergent-powder-1kg-i121187897.html,daraz,sold_count_numeric,,,,
washing powder,6,Diva Fresh Jamine & Lime Detergent Powder 500g,10000.0,133.0,4.943765281173594,https://www.daraz.lk/products/diva-fresh-jamine-lime-detergent-powder-500g-i132921846.html,daraz,sold_count_numeric,,,,
washing powder,7,Sunlight Clean & Lemon Fresh Washing Powder 1 kg,9600.0,330.0,4.884658454647257,https://www.daraz.lk/products/sunlight-clean-lemon-fresh-washing-powder-1-kg-i102444728.html,daraz,sold_count_numeric,,,,
washing powder,8,"Rin Refresh Detergent Powder, 950g",8200.0,291.0,4.910064239828694,https://www.daraz.lk/products/rin-refresh-detergent-powder-950g-i2152000.html,daraz,sold_count_numeric,,,,
washing powder,9,Diva Fresh Gardenia & Rose 1KG,5400.0,246.0,4.932038834951456,https://www.daraz.lk/products/diva-fresh-gardenia-rose-1kg-i286992996.html,daraz,sold_count_numeric,,,,
washing powder,10,"Rin Anti-Germ Detergent Powder, 950g",4500.0,291.0,4.900596421471173,https://www.daraz.lk/products/rin-anti-germ-detergent-powder-950g-i121321123.html,daraz,sold_count_numeric,,,,
B,1,Ambewela Full Cream Fresh Milk Tetra 1L,1.6,580.0,,,keells,average_sale,8.0,13698,,
B,2,Anchor Full Cream Milk Powder Pkt 400g,1.33,1300.0,,,keells,average_sale,6.0,97,,
B,3,Ambewela Uht Milk Tetra 200ml,1.2,140.0,,,keells,average_sale,6.0,92951,,
B,4,Anchor Full Cream Milk Powder Packet 1kg,1.2,3250.0,,,keells,average_sale,6.0,1131,,
B,5,Highland Full Cream Uht Milk Pkt 450ml,1.07,230.0,,,keells,average_sale,5.0,110201,,
B,6,Kotmale Flavoured Milk Uht Chocolate Tetra 170Ml                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,1.0,100.0,,,keells,average_sale,5.0,93261,,
B,7,Dilmah Premium Bopf Loose Tea Pouch 400g,0.87,1440.0,,,keells,average_sale,20.0,93125,,
B,8,Keells Drinking Water Pet 5L,0.73,350.0,,,keells,average_sale,6.0,110861,,
B,9,Diamond Full Cream Milk Powder Pouch 400G                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,0.73,1225.0,,,keells,average_sale,52.0,123681,,
B,10,Coca Cola Pet Bottle 400Ml                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0.73,200.0,,,keells,average_sale,12.0,114723,,
C,1,Highland Yoghurt Set Plain 80g,2.07,80.0,,,keells,average_sale,10.0,18831,,
C,2,Ambewela Set Yoghurt Multipack 6S 480g,1.0,460.0,,,keells,average_sale,5.0,116345,,
C,3,Anchor Stirred Yoghurt Plain 100g,0.67,130.0,,,keells,average_sale,17.0,76958,,
C,4,Anchor Drinking Yoghurt Mango Passion 180ml,0.53,180.0,,,keells,average_sale,9.0,117863,,
C,5,Anchor Butter Salted 227g,0.4,1390.0,,,keells,average_sale,12.0,735,,
C,6,Anchor Stirred Yoghurt Mixed Berry 100g,0.4,180.0,,,keells,average_sale,78.0,93287,,
C,7,Kotmale Stirred Yoghurt Strawberry 80g,0.4,150.0,,,keells,average_sale,7.0,118817,,
C,8,Kotmale Set Yoghurt 80g,0.33,80.0,,,keells,average_sale,42.0,1879,,
C,9,Cic Curd Clay Pot Farm Fresh 800ml,0.27,720.0,,,keells,average_sale,7.0,5285,,
C,10,Highland Butter Salted 200g,0.27,1090.0,,,keells,average_sale,45.0,21325,,
S,1,Linna,0.39,1490.0,,,keells,average_sale,17.28,941024,,
S,2,Sudaya,0.27,1020.0,,,keells,average_sale,500.0,941063,,
S,3,Prawns Medium,0.09,2090.0,,,keells,average_sale,10.38,941043,,
S,4,Lena Paraw,0.07,1440.0,,,keells,average_sale,0.91,941023,,
S,5,Cleaned Handella,0.04,3400.0,,,keells,average_sale,1.0,941161,,
S,6,Hurulla,0.03,1550.0,,,keells,average_sale,1.37,941016,,
S,7,Kumbalawa,0.03,1920.0,,,keells,average_sale,1.49,941021,,
S,8,Sudha,0.0,1590.0,,,keells,average_sale,1.45,941064,,
Baby Products,1,"Baby Cheramy Soap Regular Multi Pack, 350g",-898.0,690.0,,,cargills,rank_sort (lower = higher priority),,,29.0,BP50703
Baby Products,2,Marvel Baby Wet Wipes,-895.0,675.0,,,cargills,rank_sort (lower = higher priority),,,38.0,BP51646
Baby Products,3,Marvel Baby Diaper Pants L,-884.0,2070.0,,,cargills,rank_sort (lower = higher priority),,,51.0,BPE0291
Baby Products,4,Baby cheramy Nappy Wash Liquid,-881.0,560.0,,,cargills,rank_sort (lower = higher priority),,,4.0,BP50801
Baby Products,5,Baby Cheramy Cologne Floral,-880.0,840.0,,,cargills,rank_sort (lower = higher priority),,,4.0,BPE0056
Baby Products,6,Marvel Baby Diaper Pants XXL,-870.0,2280.0,,,cargills,rank_sort (lower = higher priority),,,48.0,BPE0293
Baby Products,7,Pears Naturals Kokum Cream,-865.0,314.5,,,cargills,rank_sort (lower = higher priority),,,21.0,BPE0329
Baby Products,8,Pears Bedtime Baby Cologne,-735.0,595.0,,,cargills,rank_sort (lower = higher priority),,,215.0,BP50915
Baby Products,9,Pears Naturals Bee's Honey Baby Soap Multipack,-713.0,710.0,,,cargills,rank_sort (lower = higher priority),,,378.0,BPE0319
Baby Products,10,Marvel Baby Diaper Pants M,-712.0,2070.0,,,cargills,rank_sort (lower = higher priority),,,43.0,BPE0290
Bakery,1,Little Lion Strawberry Flavoured Sponge Roll,-649.0,390.0,,,cargills,rank_sort (lower = higher priority),,,27.0,BKE0083
Bakery,2,Little Lion Madeira Cake,-637.0,620.0,,,cargills,rank_sort (lower = higher priority),,,13.0,BK40216
Bakery,3,Panaderia Hot Dog Buns,-462.0,162.0,,,cargills,rank_sort (lower = higher priority),,,0.0,BK20107
Bakery,4,Panaderia Hamburger Buns,-458.0,180.0,,,cargills,rank_sort (lower = higher priority),,,0.0,BK20102
Bakery,5,Finagle Sandwich Bread,-100.0,510.0,,,cargills,rank_sort (lower = higher priority),,,0.0,BK12601
Bakery,6,Little Lion Chocolate Roll,-99.0,520.0,,,cargills,rank_sort (lower = higher priority),,,17.0,BK40231
Bakery,7,Tiara Rollo Cake,-98.0,80.0,,,cargills,rank_sort (lower = higher priority),,,9.0,BK41216
Bakery,8,Little Lion Soft Log Coffee Flavoured,-97.0,390.0,,,cargills,rank_sort (lower = higher priority),,,5.0,BKE0089
Bakery,9,Little Lion Date Cake,-96.0,720.0,,,cargills,rank_sort (lower = higher priority),,,3.0,BK40221
Bakery,10,Tiara Chocolate Swiss Roll,-95.0,420.0,,,cargills,rank_sort (lower = higher priority),,,26.0,BK41106
Beverages,1,Pepsi,-897.0,294.0,,,cargills,rank_sort (lower = higher priority),,,0.0,BV91207
Beverages,2,Nestomalt Malted Beverage Pouch,-886.0,896.0,,,cargills,rank_sort (lower = higher priority),,,237.0,BV30105
Beverages,3,Mountain Dew,-877.0,300.0,,,cargills,rank_sort (lower = higher priority),,,42.0,BV91411
Beverages,4,Nestomalt Malted Beverage,-874.0,780.0,,,cargills,rank_sort (lower = higher priority),,,38.0,BV30103
Beverages,5,7 Up,-871.0,420.0,,,cargills,rank_sort (lower = higher priority),,,15.0,BV90807
Beverages,6,Ride Classic Energy Drink,-784.0,350.0,,,cargills,rank_sort (lower = higher priority),,,65.0,BVE0300
Beverages,7,Viva Original Malted Food Drink Pouch,-763.0,1120.0,,,cargills,rank_sort (lower = higher priority),,,326.0,BVE0431
Beverages,8,Milo RTD Multi Pack 180 ml,-753.0,664.4,,,cargills,rank_sort (lower = higher priority),,,32.0,BV19968
Beverages,9,Elephant House Ginger Beer,-747.0,420.0,,,cargills,rank_sort (lower = higher priority),,,51.0,BV93152
Beverages,10,Kist Mixed Fruit Nectar,-714.0,570.0,,,cargills,rank_sort (lower = higher priority),,,59.0,BV73116
Cooking Essentials,1,Anchor All Purpose Wheat Flour,-896.0,208.0,,,cargills,rank_sort (lower = higher priority),,,251.0,CSE0588
Cooking Essentials,2,Knorr Seasoning Cubes,-861.0,1456.0,,,cargills,rank_sort (lower = higher priority),,,370.0,CS19317
Cooking Essentials,3,Edinborough Soy Sauce,-788.0,320.0,,,cargills,rank_sort (lower = higher priority),,,208.0,CS26656
