week_number,month,province,product_name,category,avg_temperature_level,rainfall_level,tourism_level,payday_week,holiday_type,festival_season,school_season,urbanization_level,avg_income_level,demand_score,estimated_units_sold
20,May,Eastern,Lion Beer,Alcohol,High,Low,Medium,No,Vesak,Yes,Yes,Low,Low,80,74
48,November,Eastern,Maggi Noodles,Instant Foods,Medium,High,Medium,No,None,No,Yes,Low,Low,385.8,349
26,June,Central,Wheat Flour,Staples,Low,High,Medium,No,Poya,Yes,Yes,Medium,Medium,329.08,389
15,April,North Central,Washing Powder,Household,High,Medium,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,278.17,236
31,July,North Western,Necto,Beverages,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,701.05,896
3,January,Uva,Rice Flour,Staples,Medium,Medium,Low,No,None,No,Yes,Low,Low,370.04,289
10,March,Western,Maggi Noodles,Instant Foods,High,Low,Medium,No,None,No,Yes,High,High,691.62,1204
44,November,Southern,Sunflower Oil,Cooking Essentials,Medium,Medium,High,No,Deepavali,Yes,Yes,Medium,Medium,354.57,419
34,August,North Western,Milo,Dairy,High,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,405.28,566
15,April,Southern,Lion Beer,Alcohol,High,Low,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,1284.55,1627
8,February,Western,Coca-Cola,Beverages,Medium,Medium,Medium,No,Poya,Yes,Yes,High,High,1133.47,2165
25,June,North Western,Lion Beer,Alcohol,High,Medium,Low,No,None,No,Yes,Medium,Medium,364.19,470
1,January,North Central,Washing Powder,Household,Medium,High,Medium,No,Christmas,Yes,Yes,Low,Low,339.06,306
8,February,North Western,Munchee Biscuits,Snacks,Medium,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,612.32,789
40,October,Northern,Ritzbury Chocolate,Snacks,Medium,Medium,Low,No,None,No,Yes,Low,Low,340.7,262
16,April,Western,Frozen Fish,Frozen Foods,High,Low,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,High,High,1371.63,2508
1,January,Sabaragamuwa,Sugar,Sweeteners,Medium,Medium,Low,No,Christmas,Yes,Yes,Low,Medium,806.23,627
31,July,Sabaragamuwa,Pepsi,Beverages,High,High,Low,No,None,No,Yes,Low,Medium,523.0,427
43,October,North Central,Frozen Fish,Frozen Foods,Medium,Medium,Low,No,None,No,Yes,Low,Low,190.55,193
42,October,North Central,Ritzbury Chocolate,Snacks,Medium,Medium,Low,No,Poya,Yes,Yes,Low,Low,222.18,171
20,May,North Central,Jaggery,Sweeteners,High,Low,Low,Yes,Vesak,Yes,Yes,Low,Low,418.86,368
12,March,Western,Ritzbury Chocolate,Snacks,High,Low,Medium,No,None,No,Yes,High,High,823.23,1318
40,October,North Central,Sugar,Sweeteners,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,296.83,279
30,July,North Western,Anchor Milk Powder,Dairy,High,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,417.77,545
11,March,Sabaragamuwa,Red Rice,Staples,High,Low,Low,Yes,None,No,Yes,Low,Medium,341.82,263
11,March,North Western,Washing Powder,Household,High,Low,Low,No,None,No,Yes,Medium,Medium,434.21,544
12,March,Eastern,Candles,Seasonal/Ritual,High,Medium,Medium,No,None,No,Yes,Low,Low,350.66,306
11,March,North Western,Wheat Flour,Staples,High,Low,Low,No,None,No,Yes,Medium,Medium,614.69,724
9,March,Uva,Anchor Milk Powder,Dairy,High,Low,Low,No,None,No,Yes,Low,Low,409.85,354
52,December,Western,Arrack,Alcohol,Medium,Medium,Medium,Yes,Christmas,Yes,No,High,High,2000,3384
13,March,Northern,Red Rice,Staples,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,437.28,371
47,November,Western,Rice,Staples,Medium,Medium,Medium,No,Poya,Yes,Yes,High,High,610.81,1069
12,March,Northern,Tea Leaves,Beverages,High,Medium,Low,Yes,None,No,Yes,Low,Low,259.83,199
22,May,North Western,Rice,Staples,High,Medium,Low,No,None,No,Yes,Medium,Medium,603.11,739
36,September,Central,Rice Flour,Staples,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,292.03,335
48,November,Eastern,Ritzbury Chocolate,Snacks,Medium,High,Medium,Yes,None,No,Yes,Low,Low,333.96,266
9,March,North Central,Canned Fish,Canned Goods,High,Medium,Medium,No,None,No,Yes,Low,Low,306.34,252
21,May,North Central,Wheat Flour,Staples,High,Low,Low,No,Vesak,Yes,Yes,Low,Low,404.19,387
17,April,North Western,Lantern Materials,Seasonal/Ritual,High,Low,Low,No,Eid,Yes,No,Medium,Medium,421.05,516
51,December,Southern,Canned Fish,Canned Goods,Medium,Medium,High,Yes,Christmas,Yes,No,Medium,Medium,662.57,832
29,July,Uva,Jaggery,Sweeteners,High,Medium,Low,No,None,No,Yes,Low,Low,298.78,251
1,January,Western,Maggi Noodles,Instant Foods,Medium,Medium,Medium,No,Christmas,Yes,Yes,High,High,794.76,1437
41,October,North Central,Prima Noodles,Instant Foods,Medium,Medium,Low,No,None,No,Yes,Low,Low,261.31,237
43,October,Northern,Sunflower Oil,Cooking Essentials,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,351.01,342
42,October,Eastern,Sunflower Oil,Cooking Essentials,Medium,Medium,Medium,No,Poya,Yes,Yes,Low,Low,313.91,245
10,March,North Central,Rice,Staples,High,Medium,Medium,No,None,No,Yes,Low,Low,316.67,265
41,October,Western,Munchee Biscuits,Snacks,Medium,Low,Medium,No,None,No,Yes,High,High,579.75,1034
27,July,North Central,Lion Beer,Alcohol,High,Low,Low,Yes,None,No,Yes,Low,Low,295.08,259
28,July,Uva,Rice,Staples,High,Medium,Low,Yes,None,No,Yes,Low,Low,339.04,308
2,January,North Central,Red Rice,Staples,Medium,High,Medium,No,None,No,Yes,Low,Low,312.3,254
38,September,Central,Maggi Noodles,Instant Foods,Low,High,Medium,No,Poya,Yes,Yes,Medium,Medium,733.63,855
40,October,Eastern,Frozen Fish,Frozen Foods,Medium,Medium,Medium,No,None,No,Yes,Low,Low,264.26,233
12,March,Western,Jaggery,Sweeteners,High,Low,Medium,Yes,None,No,Yes,High,High,662.01,1092
9,March,Southern,Elephant Ginger Beer,Beverages,High,Low,High,No,None,No,Yes,Medium,Medium,896.23,1238
40,October,Central,Lantern Materials,Seasonal/Ritual,Medium,Low,Medium,Yes,None,No,Yes,Medium,Medium,311.22,329
41,October,Sabaragamuwa,Prima Noodles,Instant Foods,Medium,Low,Low,No,None,No,Yes,Low,Medium,288.13,252
18,May,Northern,Rice,Staples,High,Low,Low,No,Eid,Yes,Yes,Low,Low,1065.07,960
27,July,Central,Maggi Noodles,Instant Foods,Low,High,High,Yes,None,No,Yes,Medium,Medium,676.15,784
13,March,North Central,Pepsi,Beverages,High,Medium,Medium,No,Poya,Yes,Yes,Low,Low,478.14,362
43,October,Eastern,Tea Leaves,Beverages,Medium,Medium,Medium,Yes,None,No,Yes,Low,Low,337.59,296
51,December,North Western,MD Crackers,Snacks,Medium,Medium,Low,Yes,Christmas,Yes,No,Medium,Medium,868.01,1027
51,December,Central,Elephant Ginger Beer,Beverages,Medium,Medium,Medium,No,Christmas,Yes,No,Medium,Medium,501.85,615
24,June,Central,Milo,Dairy,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,1606.16,1949
37,September,Eastern,Rice Flour,Staples,Medium,Low,Medium,No,None,No,Yes,Low,Low,284.77,213
28,July,Western,Rice,Staples,High,High,Medium,No,None,No,Yes,High,High,785.1,1312
29,July,North Western,Arrack,Alcohol,High,Medium,Low,No,None,No,Yes,Medium,Medium,313.71,386
47,November,Sabaragamuwa,Coconut Oil,Cooking Essentials,Medium,Medium,Low,No,Poya,Yes,Yes,Low,Medium,320.79,255
5,February,Uva,Pepsi,Beverages,Medium,Medium,Low,No,None,No,Yes,Low,Low,298.06,249
22,May,North Central,Red Rice,Staples,High,Low,Low,No,None,No,Yes,Low,Low,486.93,354
12,March,Western,Lion Beer,Alcohol,High,Low,Medium,Yes,None,No,Yes,High,High,1140.84,1969
20,May,North Central,Jaggery,Sweeteners,High,Low,Low,No,Vesak,Yes,Yes,Low,Low,389.52,360
6,February,Western,Anchor Milk Powder,Dairy,Medium,Medium,Medium,No,None,No,Yes,High,High,773.11,1338
9,March,North Central,Elephant Ginger Beer,Beverages,High,Medium,Medium,No,None,No,Yes,Low,Low,429.5,355
5,February,North Western,Milo,Dairy,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,716.28,796
12,March,Western,Anchor Milk Powder,Dairy,High,Low,Medium,No,None,No,Yes,High,High,996.5,1572
34,August,Southern,Lantern Materials,Seasonal/Ritual,High,High,Medium,No,Poya,Yes,Yes,Medium,Medium,475.15,608
34,August,Uva,Necto,Beverages,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,524.08,531
39,September,Central,Coca-Cola,Beverages,Low,High,Medium,No,None,No,Yes,Medium,Medium,354.71,404
15,April,North Central,Lantern Materials,Seasonal/Ritual,High,Medium,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,304.37,257
51,December,Southern,Kotmale Yoghurt,Dairy,Medium,Medium,High,No,Christmas,Yes,No,Medium,Medium,317.43,389
7,February,Central,Dhal,Staples,Medium,Medium,High,Yes,None,No,Yes,Medium,Medium,394.11,500
33,August,Sabaragamuwa,Lantern Materials,Seasonal/Ritual,High,High,Low,No,None,No,Yes,Low,Medium,359.04,334
26,June,Northern,Canned Fish,Canned Goods,High,Low,Low,No,Poya,Yes,Yes,Low,Low,308.94,250
6,February,Northern,Sugar,Sweeteners,Medium,High,Low,No,None,No,Yes,Low,Low,275.88,208
2,January,North Central,Kotmale Yoghurt,Dairy,Medium,High,Medium,No,None,No,Yes,Low,Low,276.7,221
9,March,North Western,Rice Flour,Staples,High,Low,Low,No,None,No,Yes,Medium,Medium,624.06,682
11,March,North Western,Dhal,Staples,High,Low,Low,Yes,None,No,Yes,Medium,Medium,556.84,682
15,April,Southern,Wheat Flour,Staples,High,Low,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,501.08,687
41,October,Uva,Washing Powder,Household,Medium,Low,Low,No,None,No,Yes,Low,Low,347.58,295
43,October,Sabaragamuwa,MD Crackers,Snacks,Medium,Low,Low,No,None,No,Yes,Low,Medium,456.61,414
2,January,Southern,Anchor Milk Powder,Dairy,Medium,Medium,High,No,None,No,Yes,Medium,Medium,569.93,722
51,December,North Western,Pepsi,Beverages,Medium,Medium,Low,Yes,Christmas,Yes,No,Medium,Medium,556.9,643
9,March,Central,Lion Beer,Alcohol,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,450.6,510
45,November,Uva,MD Crackers,Snacks,Medium,Medium,Low,No,Deepavali,Yes,Yes,Low,Low,321.83,279
19,May,Uva,Maggi Noodles,Instant Foods,High,Medium,Low,No,None,No,Yes,Low,Low,340.1,284
12,March,Eastern,Kotmale Yoghurt,Dairy,High,Medium,Medium,Yes,None,No,Yes,Low,Low,420.83,349
35,August,Central,Ritzbury Chocolate,Snacks,Low,High,High,No,None,No,Yes,Medium,Medium,364.63,386
13,March,Sabaragamuwa,Dhal,Staples,High,Low,Low,No,Poya,Yes,Yes,Low,Medium,516.61,457
8,February,Central,Anchor Milk Powder,Dairy,Medium,Medium,High,Yes,Poya,Yes,Yes,Medium,Medium,878.6,1074
51,December,Sabaragamuwa,Red Rice,Staples,Medium,Medium,Low,No,Christmas,Yes,No,Low,Medium,447.27,360
37,September,Central,Kotmale Yoghurt,Dairy,Low,High,Medium,No,None,No,Yes,Medium,Medium,516.96,568
30,July,Western,Munchee Biscuits,Snacks,High,High,Medium,No,Poya,Yes,Yes,High,High,585.87,981
28,July,Western,Milo,Dairy,High,High,Medium,No,None,No,Yes,High,High,947.87,1634
24,June,North Western,Tea Leaves,Beverages,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,534.63,655
44,November,North Central,Candles,Seasonal/Ritual,Medium,High,Low,Yes,Deepavali,Yes,Yes,Low,Low,653.07,572
21,May,Uva,Tea Leaves,Beverages,High,Medium,Low,No,Vesak,Yes,Yes,Low,Low,607.66,433
14,April,Eastern,Ice Cream,Frozen Foods,High,Medium,Medium,No,None,No,No,Low,Low,454.55,349
5,February,Central,Ritzbury Chocolate,Snacks,Medium,Medium,High,No,None,No,Yes,Medium,Medium,447.38,527
42,October,Southern,Arrack,Alcohol,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,100.85,126
4,January,Northern,Lantern Materials,Seasonal/Ritual,Medium,High,Low,Yes,Poya,Yes,Yes,Low,Low,265.31,214
38,September,Southern,Coca-Cola,Beverages,Medium,High,Medium,No,Poya,Yes,Yes,Medium,Medium,447.35,491
41,October,North Central,Rice Flour,Staples,Medium,Medium,Low,No,None,No,Yes,Low,Low,303.14,260
24,June,Sabaragamuwa,Kotmale Yoghurt,Dairy,High,High,Low,Yes,None,No,Yes,Low,Medium,319.83,231
4,January,Southern,Lantern Materials,Seasonal/Ritual,Medium,Medium,High,No,Poya,Yes,Yes,Medium,Medium,356.19,455
26,June,North Central,Elephant Ginger Beer,Beverages,High,Low,Low,No,Poya,Yes,Yes,Low,Low,420.23,333
39,September,Central,Elephant Ginger Beer,Beverages,Low,High,Medium,No,None,No,Yes,Medium,Medium,404.85,496
5,February,Eastern,Canned Fish,Canned Goods,Medium,High,Medium,No,None,No,Yes,Low,Low,380.02,331
25,June,Uva,Munchee Biscuits,Snacks,High,Medium,Low,No,None,No,Yes,Low,Low,454.68,357
42,October,Northern,Munchee Biscuits,Snacks,Medium,Medium,Low,No,Poya,Yes,Yes,Low,Low,227.51,192
26,June,Western,Sunflower Oil,Cooking Essentials,High,High,Medium,No,Poya,Yes,Yes,High,High,538.23,868
45,November,Central,Necto,Beverages,Medium,Medium,Medium,No,Deepavali,Yes,Yes,Medium,Medium,343.22,408
12,March,Central,Prima Noodles,Instant Foods,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,627.09,741
28,July,Sabaragamuwa,Rice Flour,Staples,High,High,Low,Yes,None,No,Yes,Low,Medium,338.25,284
2,January,Sabaragamuwa,Kotmale Yoghurt,Dairy,Medium,Medium,Low,No,None,No,Yes,Low,Medium,335.83,275
11,March,Central,Red Rice,Staples,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,346.34,459
33,August,Northern,Munchee Biscuits,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,295.06,218
34,August,Northern,Ice Cream,Frozen Foods,High,Low,Low,No,Poya,Yes,Yes,Low,Low,596.59,568
35,August,North Central,Lantern Materials,Seasonal/Ritual,High,Low,Low,Yes,None,No,Yes,Low,Low,246.91,217
1,January,Western,Sunflower Oil,Cooking Essentials,Medium,Medium,Medium,No,Christmas,Yes,Yes,High,High,741.53,1314
31,July,North Western,Lantern Materials,Seasonal/Ritual,High,Medium,Low,No,None,No,Yes,Medium,Medium,282.58,343
46,November,Sabaragamuwa,Rice,Staples,Medium,Medium,Low,No,None,No,Yes,Low,Medium,500.22,380
15,April,Sabaragamuwa,Sunflower Oil,Cooking Essentials,High,Low,Low,No,Sinhala_Tamil_New_Year,Yes,No,Low,Medium,353.35,308
26,June,Eastern,Coca-Cola,Beverages,High,Low,High,No,Poya,Yes,Yes,Low,Low,917.0,629
23,June,Uva,Candles,Seasonal/Ritual,High,Medium,Low,Yes,None,No,Yes,Low,Low,211.84,180
28,July,North Central,Ritzbury Chocolate,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,264.07,212
29,July,North Western,Lantern Materials,Seasonal/Ritual,High,Medium,Low,No,None,No,Yes,Medium,Medium,245.56,285
24,June,Southern,Necto,Beverages,High,High,Medium,Yes,None,No,Yes,Medium,Medium,687.07,850
37,September,Uva,Coca-Cola,Beverages,Medium,Medium,Low,No,None,No,Yes,Low,Low,219.33,190
36,September,North Western,Canned Fish,Canned Goods,Medium,Medium,Low,Yes,None,No,Yes,Medium,Medium,416.51,486
29,July,Southern,Jaggery,Sweeteners,High,High,Medium,No,None,No,Yes,Medium,Medium,309.04,431
34,August,Southern,Sunflower Oil,Cooking Essentials,High,High,Medium,No,Poya,Yes,Yes,Medium,Medium,445.62,454
2,January,Eastern,Lion Beer,Alcohol,Medium,High,Medium,No,None,No,Yes,Low,Low,356.03,362
9,March,Central,Coconut Oil,Cooking Essentials,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,521.27,583
7,February,Uva,Washing Powder,Household,Medium,Medium,Low,No,None,No,Yes,Low,Low,379.0,328
37,September,Northern,Pepsi,Beverages,Medium,Low,Low,No,None,No,Yes,Low,Low,186.02,140
4,January,Western,Candles,Seasonal/Ritual,Medium,Medium,Medium,Yes,Poya,Yes,Yes,High,High,839.66,1459
40,October,Eastern,Canned Fish,Canned Goods,Medium,Medium,Medium,No,None,No,Yes,Low,Low,327.42,268
37,September,Eastern,Necto,Beverages,Medium,Low,Medium,No,None,No,Yes,Low,Low,320.39,288
45,November,North Central,Lion Beer,Alcohol,Medium,High,Low,No,Deepavali,Yes,Yes,Low,Low,321.15,278
40,October,Eastern,Wheat Flour,Staples,Medium,Medium,Medium,Yes,None,No,Yes,Low,Low,296.06,238
47,November,Eastern,Kotmale Yoghurt,Dairy,Medium,High,Medium,No,Poya,Yes,Yes,Low,Low,293.26,249
18,May,Uva,Washing Powder,Household,High,Medium,Low,No,Eid,Yes,Yes,Low,Low,345.55,296
45,November,Western,Candles,Seasonal/Ritual,Medium,Medium,Medium,No,Deepavali,Yes,Yes,High,High,1792.34,3300
36,September,Uva,Coconut Oil,Cooking Essentials,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,263.58,212
46,November,Western,Jaggery,Sweeteners,Medium,Medium,Medium,No,None,No,Yes,High,High,417.44,617
19,May,North Central,Coconut Oil,Cooking Essentials,High,Low,Low,Yes,None,No,Yes,Low,Low,424.02,398
13,March,North Central,Ice Cream,Frozen Foods,High,Medium,Medium,No,Poya,Yes,Yes,Low,Low,745.14,619
7,February,Northern,Wheat Flour,Staples,Medium,High,Low,Yes,None,No,Yes,Low,Low,302.44,282
36,September,North Western,Anchor Milk Powder,Dairy,Medium,Medium,Low,Yes,None,No,Yes,Medium,Medium,538.8,531
15,April,Eastern,Rice Flour,Staples,High,Medium,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,1635.39,1495
5,February,North Central,Sunflower Oil,Cooking Essentials,Medium,High,Medium,No,None,No,Yes,Low,Low,338.73,329
40,October,Southern,Frozen Fish,Frozen Foods,Medium,Low,Medium,Yes,None,No,Yes,Medium,Medium,491.64,631
25,June,Eastern,Ice Cream,Frozen Foods,High,Low,High,No,None,No,Yes,Low,Low,865.25,745
9,March,Uva,Pepsi,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,544.42,444
49,December,Western,Frozen Fish,Frozen Foods,Medium,Medium,Medium,No,None,No,No,High,High,492.8,841
7,February,Uva,Jaggery,Sweeteners,Medium,Medium,Low,No,None,No,Yes,Low,Low,383.37,306
36,September,Eastern,Wheat Flour,Staples,Medium,Low,Medium,Yes,None,No,Yes,Low,Low,353.5,320
5,February,Central,Necto,Beverages,Medium,Medium,High,No,None,No,Yes,Medium,Medium,585.2,746
30,July,Western,Canned Fish,Canned Goods,High,High,Medium,No,Poya,Yes,Yes,High,High,952.64,1816
16,April,Central,Coconut Oil,Cooking Essentials,Medium,Low,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,814.5,918
50,December,Northern,Coconut Oil,Cooking Essentials,Medium,High,Low,No,None,No,No,Low,Low,391.24,344
7,February,Sabaragamuwa,Canned Fish,Canned Goods,Medium,Medium,Low,No,None,No,Yes,Low,Medium,369.18,287
52,December,Central,Rice Flour,Staples,Medium,Medium,Medium,No,Christmas,Yes,No,Medium,Medium,270.93,338
6,February,North Central,Jaggery,Sweeteners,Medium,High,Medium,No,None,No,Yes,Low,Low,311.65,249
38,September,Central,Kotmale Yoghurt,Dairy,Low,High,Medium,No,Poya,Yes,Yes,Medium,Medium,518.94,601
34,August,Uva,Wheat Flour,Staples,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,269.42,239
5,February,Eastern,Milo,Dairy,Medium,High,Medium,No,None,No,Yes,Low,Low,582.08,542
38,September,North Western,Munchee Biscuits,Snacks,Medium,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,281.28,360
52,December,Central,Dhal,Staples,Medium,Medium,Medium,Yes,Christmas,Yes,No,Medium,Medium,450.11,531
8,February,North Western,Sugar,Sweeteners,Medium,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,406.06,481
49,December,North Central,Dhal,Staples,Medium,High,Low,No,None,No,No,Low,Low,352.79,313
17,April,Northern,Maggi Noodles,Instant Foods,High,Medium,Low,No,Eid,Yes,No,Low,Low,296.27,244
32,August,North Central,MD Crackers,Snacks,High,Low,Low,Yes,None,No,Yes,Low,Low,226.82,200
21,May,Western,Pepsi,Beverages,High,High,Medium,No,Vesak,Yes,Yes,High,High,1612.46,2560
2,January,Southern,Milo,Dairy,Medium,Medium,High,No,None,No,Yes,Medium,Medium,432.06,467
16,April,Uva,Munchee Biscuits,Snacks,High,Low,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,742.22,555
30,July,Sabaragamuwa,Munchee Biscuits,Snacks,High,High,Low,No,Poya,Yes,Yes,Low,Medium,295.08,229
49,December,Southern,Lantern Materials,Seasonal/Ritual,Medium,Medium,High,No,None,No,No,Medium,Medium,446.44,539
44,November,Southern,Necto,Beverages,Medium,Medium,High,Yes,Deepavali,Yes,Yes,Medium,Medium,449.07,482
38,September,Central,Munchee Biscuits,Snacks,Low,High,Medium,No,Poya,Yes,Yes,Medium,Medium,538.86,614
27,July,Sabaragamuwa,Candles,Seasonal/Ritual,High,High,Low,No,None,No,Yes,Low,Medium,265.45,230
46,November,Southern,Jaggery,Sweeteners,Medium,Medium,High,No,None,No,Yes,Medium,Medium,384.9,460
47,November,Central,Dhal,Staples,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Medium,Medium,285.96,345
13,March,North Western,Prima Noodles,Instant Foods,High,Low,Low,No,Poya,Yes,Yes,Medium,Medium,556.39,653
28,July,Uva,Frozen Fish,Frozen Foods,High,Medium,Low,No,None,No,Yes,Low,Low,270.67,223
11,March,Eastern,Milo,Dairy,High,Medium,Medium,No,None,No,Yes,Low,Low,466.59,395
9,March,Eastern,Lion Beer,Alcohol,High,Medium,Medium,No,None,No,Yes,Low,Low,228.32,176
16,April,Eastern,Pepsi,Beverages,High,Medium,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,855.53,762
10,March,North Central,Sugar,Sweeteners,High,Medium,Medium,No,None,No,Yes,Low,Low,316.65,276
46,November,Sabaragamuwa,Arrack,Alcohol,Medium,Medium,Low,No,None,No,Yes,Low,Medium,357.42,299
25,June,North Western,Coca-Cola,Beverages,High,Medium,Low,No,None,No,Yes,Medium,Medium,956.35,1174
26,June,Western,Anchor Milk Powder,Dairy,High,High,Medium,No,Poya,Yes,Yes,High,High,742.61,1083
10,March,Uva,Prima Noodles,Instant Foods,High,Low,Low,No,None,No,Yes,Low,Low,374.04,364
27,July,North Western,Rice,Staples,High,Medium,Low,No,None,No,Yes,Medium,Medium,327.55,344
26,June,Western,Ritzbury Chocolate,Snacks,High,High,Medium,No,Poya,Yes,Yes,High,High,568.6,881
44,November,North Western,Rice,Staples,Medium,Medium,Low,No,Deepavali,Yes,Yes,Medium,Medium,514.14,551
28,July,Southern,Coconut Oil,Cooking Essentials,High,High,Medium,No,None,No,Yes,Medium,Medium,466.14,581
14,April,Eastern,Dhal,Staples,High,Medium,Medium,No,None,No,No,Low,Low,443.62,368
31,July,Southern,Ritzbury Chocolate,Snacks,High,High,Medium,Yes,None,No,Yes,Medium,Medium,460.75,525
25,June,Western,Candles,Seasonal/Ritual,High,High,Medium,No,None,No,Yes,High,High,685.86,1253
39,September,North Western,Washing Powder,Household,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,372.08,435
52,December,Western,Dhal,Staples,Medium,Medium,Medium,Yes,Christmas,Yes,No,High,High,420.49,690
25,June,North Western,Pepsi,Beverages,High,Medium,Low,No,None,No,Yes,Medium,Medium,560.53,681
7,February,Eastern,Necto,Beverages,Medium,High,Medium,Yes,None,No,Yes,Low,Low,337.98,295
41,October,Western,Ritzbury Chocolate,Snacks,Medium,Low,Medium,No,None,No,Yes,High,High,666.55,1162
2,January,North Western,Kotmale Yoghurt,Dairy,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,382.41,454
41,October,North Central,Tea Leaves,Beverages,Medium,Medium,Low,No,None,No,Yes,Low,Low,301.63,249
52,December,Sabaragamuwa,Rice Flour,Staples,Medium,Medium,Low,Yes,Christmas,Yes,No,Low,Medium,381.53,286
19,May,Western,Sugar,Sweeteners,High,High,Medium,Yes,None,No,Yes,High,High,580.11,942
46,November,Central,Arrack,Alcohol,Medium,Medium,Medium,No,None,No,Yes,Medium,Medium,377.53,460
10,March,Southern,Milo,Dairy,High,Low,High,No,None,No,Yes,Medium,Medium,747.16,869
32,August,North Central,Candles,Seasonal/Ritual,High,Low,Low,Yes,None,No,Yes,Low,Low,198.54,175
46,November,Eastern,Washing Powder,Household,Medium,High,Medium,No,None,No,Yes,Low,Low,321.94,245
20,May,Central,MD Crackers,Snacks,Medium,High,Medium,No,Vesak,Yes,Yes,Medium,Medium,269.73,282
47,November,North Western,Canned Fish,Canned Goods,Medium,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,347.99,463
45,November,Central,Wheat Flour,Staples,Medium,Medium,Medium,No,Deepavali,Yes,Yes,Medium,Medium,465.3,628
30,July,Sabaragamuwa,Sugar,Sweeteners,High,High,Low,No,Poya,Yes,Yes,Low,Medium,360.64,314
46,November,Southern,MD Crackers,Snacks,Medium,Medium,High,No,None,No,Yes,Medium,Medium,341.57,415
20,May,Eastern,Lantern Materials,Seasonal/Ritual,High,Low,Medium,Yes,Vesak,Yes,Yes,Low,Low,914.85,803
15,April,Central,Candles,Seasonal/Ritual,Medium,Low,Medium,No,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,338.93,397
9,March,North Central,Frozen Fish,Frozen Foods,High,Medium,Medium,No,None,No,Yes,Low,Low,331.03,241
47,November,North Western,Frozen Fish,Frozen Foods,Medium,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,487.24,638
6,February,Northern,Prima Noodles,Instant Foods,Medium,High,Low,No,None,No,Yes,Low,Low,432.24,406
22,May,Southern,Jaggery,Sweeteners,High,High,Medium,No,None,No,Yes,Medium,Medium,459.49,521
14,April,North Western,Canned Fish,Canned Goods,High,Low,Low,No,None,No,No,Medium,Medium,344.08,411
27,July,North Central,Anchor Milk Powder,Dairy,High,Low,Low,No,None,No,Yes,Low,Low,479.57,415
26,June,North Western,Milo,Dairy,High,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,664.97,788
46,November,Western,Dhal,Staples,Medium,Medium,Medium,No,None,No,Yes,High,High,562.91,1004
5,February,Central,Frozen Fish,Frozen Foods,Medium,Medium,High,No,None,No,Yes,Medium,Medium,326.49,402
10,March,Western,Jaggery,Sweeteners,High,Low,Medium,No,None,No,Yes,High,High,650.37,1188
51,December,North Western,Coca-Cola,Beverages,Medium,Medium,Low,No,Christmas,Yes,No,Medium,Medium,739.23,852
42,October,Central,Coca-Cola,Beverages,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,373.48,475
34,August,Southern,Ritzbury Chocolate,Snacks,High,High,Medium,No,Poya,Yes,Yes,Medium,Medium,364.65,475
2,January,Sabaragamuwa,Jaggery,Sweeteners,Medium,Medium,Low,No,None,No,Yes,Low,Medium,490.04,375
